,Channel Name,Video Name,URL
26,South Fork Salt,Schooling Sharks on Bunker PREVIEW,https://www.youtube.com/watch?v=mxmXMASBeIk
27,South Fork Salt,"Sharks on Giant, Merging Bunker Schools",https://www.youtube.com/watch?v=Na5EhFyoXZc
28,South Fork Salt,Nearshore Shark on Llama-shaped Bunker,https://www.youtube.com/watch?v=VIU8ld0Zwx4
29,South Fork Salt,Hamptons Sharks Attacking Bunker Near Shore- July 2019 Drone Footage,https://www.youtube.com/watch?v=CgzWWqFowC4
30,GreatWhiteDronE,"Great White Sharks From a Professional Standpoint, and I Interview Multiple Surfers",https://www.youtube.com/watch?v=LhMUFlVOfu4
31,GreatWhiteDronE,Best Great White Shark Drone Footage of 2022 (Narrated),https://www.youtube.com/watch?v=4ygUzpk2p9E
32,GreatWhiteDronE,Great White Sharks in Crystal Clear Shallow Water and in Large Numbers in the Winter!,https://www.youtube.com/watch?v=_YP6xPoULxs
33,GreatWhiteDronE,Great White Sharks Interact Close to Humans & I Find a Large Shark in the Waves,https://www.youtube.com/watch?v=yW0M0ZQ6jgo
34,GreatWhiteDronE,Great White Sharks Exploring the Shallows in Large Numbers,https://www.youtube.com/watch?v=JH009WXHrl0
35,GreatWhiteDronE,Great White Sharks on the Surface in SHALLOW WATER Near Shore and I find Over 20 Sharks at Sunset!,https://www.youtube.com/watch?v=51A5xPcxegw
36,GreatWhiteDronE,Rare Footage of a Yellowtail Rubbing itself on a Shark and I film More Shark Encounters with Humans,https://www.youtube.com/watch?v=qJD5gGLgLKw
37,GreatWhiteDronE,Great White Sharks Interact With Other Wildlife in Southern California,https://www.youtube.com/watch?v=fRUFv2owumE
38,GreatWhiteDronE,Thanks For 15K Subs! (Great White Sharks in Southern California Close to Shore),https://www.youtube.com/watch?v=8k25fML7CLU
39,GreatWhiteDronE,Great White Sharks Enjoying The Water (Music Made by me),https://www.youtube.com/watch?v=QgpEsYFE3Wo
40,GreatWhiteDronE,Santa Barbara Great White Sharks (Earth Day),https://www.youtube.com/watch?v=zgD_AOkMnL8
41,GreatWhiteDronE,Large Great White Shark Approaches Family of Surfers,https://www.youtube.com/watch?v=mN9Nc61mb1s
42,GreatWhiteDronE,I Found my First Great White Shark one Year Ago,https://www.youtube.com/watch?v=vF6KR_I7ERs
43,GreatWhiteDronE,First Great White Shark I've Seen in San Diego 2022 Possibly Sleeping!,https://www.youtube.com/watch?v=nFZb5gPpbvk
44,GreatWhiteDronE,Biggest Great White Sharks in San Diego of 2021,https://www.youtube.com/watch?v=QlcoM6e3syE
45,GreatWhiteDronE,Best Great White Shark Drone Footage of 2021 (Part 2),https://www.youtube.com/watch?v=Z2NbG3p3zFE
46,GreatWhiteDronE,Best Great White Shark Drone Footage of 2021 (Narrated),https://www.youtube.com/watch?v=bX7uYj01ufo
47,GreatWhiteDronE,Great White Shark IDs and Names,https://www.youtube.com/watch?v=EIcg1YPFCfg
48,GreatWhiteDronE,"2 Minutes of Relaxing, Amazing Great White Shark Footage in 4k",https://www.youtube.com/watch?v=GN45jCcl2co
49,GreatWhiteDronE,A Great White Shark Opens its Mouth and I spot 2.5 ft Baby Dolphins,https://www.youtube.com/watch?v=AxLk_M4srzY
50,GreatWhiteDronE,This is One of the Most Misunderstood Great White Shark Clips Right Now,https://www.youtube.com/watch?v=-RUp7yg0KVc
51,GreatWhiteDronE,Great White Shark gets SURROUNDED by Surfers: Surfers run Over Sharks and Have no Idea | 4k,https://www.youtube.com/watch?v=015ZgTCdUNE
52,GreatWhiteDronE,"Tails, The Great White Shark With a Boat Strike Scar: Detailed Images of Her Injury",https://www.youtube.com/watch?v=xDJR-LFvPc0
53,GreatWhiteDronE,Great White Sharks in the Early Morning: A Shark Gets Inches Away From Thousands of Stingrays,https://www.youtube.com/watch?v=MV2ONTbde18
54,GreatWhiteDronE,Great White Sharks Aggregate by the Dozens & I film a 5.5 Foot Shark,https://www.youtube.com/watch?v=0rBvSOEUQyQ
55,GreatWhiteDronE,Great White Sharks Yards Away From Shore in SHALLOW WATER!,https://www.youtube.com/watch?v=qHF0Al0sfEg
56,GreatWhiteDronE,Searching For Great White Sharks With TheMalbuArtist!,https://www.youtube.com/watch?v=A7WJl71QX6g
57,GreatWhiteDronE,Great White Sharks in Southern California | Shark Awareness Day/Shark Week,https://www.youtube.com/watch?v=-ONQEoE0zHQ
58,GreatWhiteDronE,Great White Sharks at Sunset in Southern California,https://www.youtube.com/watch?v=JVj5gR4JdME
59,GreatWhiteDronE,Massive 12 Ft Great White Sharks Passing Close to Shore in San Diego | 4K,https://www.youtube.com/watch?v=6eDAlILW5BY
60,GreatWhiteDronE,Great White Sharks Breaching High in The Air in 4k!,https://www.youtube.com/watch?v=X964-sihiCc
61,GreatWhiteDronE,HUNDREDS of Leopard Sharks at La Jolla Shores | 4k | Amazing Drone Footage,https://www.youtube.com/watch?v=CUg2i-4xP4U
62,GreatWhiteDronE,2 Minutes of Relaxing 4K Great White Shark Footage,https://www.youtube.com/watch?v=pdJ84beXQHM
63,GreatWhiteDronE,9 GREAT WHITE SHARKS IN ONE TAKE!,https://www.youtube.com/watch?v=rzEyClprYOY
64,GreatWhiteDronE,Snorkeler Encounters Great White Shark (Narrated) 4k,https://www.youtube.com/watch?v=9ORxoIdxdBY
65,GreatWhiteDronE,"Best Drone Footage March-June 2021 feat.(Dolphins, Sharks, Whales) (4k)",https://www.youtube.com/watch?v=x1koZkIS-IE
66,Drone Shark App,Loads of Sharks in Fish school,https://www.youtube.com/watch?v=cv0jlZTnHnQ
67,Drone Shark App,Hammerhead survived the shark nets,https://www.youtube.com/watch?v=bD4xMQYAbTw
68,Drone Shark App,The adventures of Wally the Wobbegong Shark,https://www.youtube.com/watch?v=qUhevV0e47E
69,Drone Shark App,Friendly Sharks at Bondi Beach,https://www.youtube.com/watch?v=Ee7YoL_Dk6Y
70,Drone Shark App,SHARK FEEDING FRENZY AT BYRON BAY,https://www.youtube.com/watch?v=pr9xM6jKHJg
71,Drone Shark App,The Dronesharkapp crew ❤️,https://www.youtube.com/watch?v=FrlX48zx-Sk
72,Drone Shark App,FRIENDLY SHARKS,https://www.youtube.com/watch?v=vLCcbeM-txk
73,Drone Shark App,DRONESHARKAPP CONTRIBUTES TO SCIENCE,https://www.youtube.com/watch?v=rtybKiB3Eks
74,Drone Shark App,BEST GREAT WHITE SHARK DRONE FOOTAGE 2021,https://www.youtube.com/watch?v=2tP213OQNKk
75,Drone Shark App,SHARK SCARES SWIMMER,https://www.youtube.com/watch?v=SCR5FkHAFiQ
76,Drone Shark App,FRIENDLY SHARK ENCOUNTER,https://www.youtube.com/watch?v=vlBujn0gjic
77,Drone Shark App,SHARK HANGS WITH HUMANS ❤️,https://www.youtube.com/watch?v=jcxdRmzPu5M
78,Drone Shark App,You’ll love this if you LOVE SHARKS💕,https://www.youtube.com/watch?v=5pp_DTP94Vs
79,Drone Shark App,11 Sharks at dolphin point,https://www.youtube.com/watch?v=6ldEKUlicNI
80,Drone Shark App,Shark races human and Ray riding Ray,https://www.youtube.com/watch?v=71s7tKGLMls
81,Drone Shark App,SHARK interacts with humans,https://www.youtube.com/watch?v=_FkKgQYtfFc
82,Drone Shark App,GoPro footage from a line off my drone of Great White Sharks,https://www.youtube.com/watch?v=xtmfpnH2_gE
83,Drone Shark App,Curious #greatwhiteshark,https://www.youtube.com/watch?v=pL3CGbbrAvQ
84,Drone Shark App,Big fish hang out with beautiful GREAT WHITE SHARK 💕,https://www.youtube.com/watch?v=wZnXidpD1Tk
85,Drone Shark App,5 Great whites in one morning,https://www.youtube.com/watch?v=Cq9KJZDpjTE
86,Drone Shark App,Big shark heading towards a pod of Dolphins,https://www.youtube.com/watch?v=JUtCHA97Z9w
87,Drone Shark App,Great white shark week,https://www.youtube.com/watch?v=pr9B4RrWIM8
88,Drone Shark App,Shark eyes off swimmer,https://www.youtube.com/watch?v=wBhmE6Fyw1c
89,Drone Shark App,Great white shark attacks fish,https://www.youtube.com/watch?v=BKuUrAHO6-o
90,Drone Shark App,Massive great white,https://www.youtube.com/watch?v=i2NU58D0RXo
91,TheMalibuArtist,Guadalupe Island Closure Puts Big Sharks At Risk: OCEAN TALKS,https://www.youtube.com/watch?v=hyzc9V5G6jw
92,TheMalibuArtist,"Drone Footage of Lemon, Nurse, & Tiger Sharks in Brazil: Fernando De Noronha-PART 1",https://www.youtube.com/watch?v=KJeFiekbkKE
93,TheMalibuArtist,Best Great White Shark Drone Footage 2022 (Narrated),https://www.youtube.com/watch?v=vbJaP1jq9BM
94,TheMalibuArtist,Finding Sharks! Channel Update,https://www.youtube.com/watch?v=ZzHfirhUlL8
95,TheMalibuArtist,Great White Shark vs Sea Lion: Incredible Chase,https://www.youtube.com/watch?v=6JAwC3JfJJs
96,TheMalibuArtist,Small Boat Rams Into Great White Shark Head On,https://www.youtube.com/watch?v=yYuh_TNLThg
97,TheMalibuArtist,Bird Drops a Surprise on Great White Shark & More Incredible Observations.,https://www.youtube.com/watch?v=Pj_PED2aksw
98,TheMalibuArtist,Great White Shark Surprises Kayak Fishermen,https://www.youtube.com/watch?v=QpkuR4UuXVs
99,TheMalibuArtist,Surfer Reacts to Great White Shark Encounter,https://www.youtube.com/watch?v=908_pDw8xnE
100,TheMalibuArtist,Large Great White Sharks Near Shore in Cape Cod,https://www.youtube.com/watch?v=PX1u5ecQBkQ
101,TheMalibuArtist,Great White Shark's Close Encounter with a Surfer: A Shark Hunts for Sting Rays,https://www.youtube.com/watch?v=I3_XiuSk_Lw
102,TheMalibuArtist,Great White Sharks From Above: A New Perspective,https://www.youtube.com/watch?v=6zioDkOh6mY
103,TheMalibuArtist,The Killing of Several Bull Sharks Overshadows Florida's Beautiful Coast,https://www.youtube.com/watch?v=wKG9l8f96DY
104,TheMalibuArtist,Kayakers Don't Realize Large Great White Shark Beneath Them: A Red Tide Arrives.,https://www.youtube.com/watch?v=jPaRhn4yXEc
105,TheMalibuArtist,Shark With a Gun Shot Wound? Swimmer's Close Encounter with Great White Shark,https://www.youtube.com/watch?v=jH--FiUMIzE
106,TheMalibuArtist,Dolphins vs Great White Sharks & Shark Breaches Completely Out of The Water,https://www.youtube.com/watch?v=r2SwV9uZE8w
107,TheMalibuArtist,Large Great White Shark Near Shore & Pelicans Divebombing Sharks: Humans getting too Comfortable?,https://www.youtube.com/watch?v=H-wYD-U_4Fw
108,TheMalibuArtist,SpaceX Rocket Launch & Great White Shark Nearby!,https://www.youtube.com/watch?v=B8SoE-qg5RM
109,TheMalibuArtist,Great White Sharks : 12 Minutes Non-Narrated Footage for Relaxing (4K),https://www.youtube.com/watch?v=FTWl_20F1mk
110,TheMalibuArtist,Great White Sharks Can Get a Tan?,https://www.youtube.com/watch?v=kTl6qChoS9Q
111,TheMalibuArtist,Very Large Pregnant Great White Shark Visits California Beach & Sharks Chilling In Kelp Beds.,https://www.youtube.com/watch?v=jKdZGTmLNlA
112,TheMalibuArtist,Fatal Great White Shark Encounter in Australia-OCEAN TALKS,https://www.youtube.com/watch?v=b9tlwxYCXyg
113,TheMalibuArtist,Great White Shark Takes Bite at Kelp & Incredible Slow Motion Footage,https://www.youtube.com/watch?v=cbqYMCeVM-4
114,TheMalibuArtist,Dead Whale Attracts Largest Great White I've Filmed in California: Plus Hundreds of Leopard Sharks!,https://www.youtube.com/watch?v=trffTO2w_24
115,TheMalibuArtist,Hammerhead Shark Attack In Malibu? OCEAN TALKS,https://www.youtube.com/watch?v=IOuzp8SvrOg
116,TheMalibuArtist,Best Great White Shark Footage of 2021 (PART 2),https://www.youtube.com/watch?v=5WUNwJyhT-E
117,TheMalibuArtist,Best Great White Shark Drone Footage of 2021 (Narrated),https://www.youtube.com/watch?v=dQ1ZOfb8acg
118,TheMalibuArtist,Swimmer Encounters Great White Shark: Shark Scientist Explains its Behavior,https://www.youtube.com/watch?v=EQYzJTRuleo
119,TheMalibuArtist,Drone Footage of a Great White Shark Sleeping? It's Possible.,https://www.youtube.com/watch?v=rEIDhzVpB7A
120,TheMalibuArtist,Why So Many Great White Sharks in Southern California? Recent Swimmer-Surfer Shark Encounters,https://www.youtube.com/watch?v=KasDl0b0_Oo
121,TheMalibuArtist,"Great White Shark Breaches Right Behind Us & the Search for ""Arrow"" Continues",https://www.youtube.com/watch?v=bCaEQMxVvZI
122,TheMalibuArtist,"Drone Footage of Great White Sharks, Surfers, & Dolphins Together All at Once.",https://www.youtube.com/watch?v=RA39Xkk3o2Q
123,TheMalibuArtist,A Great White Shark Does Something I've Never Seen Before. What is this?,https://www.youtube.com/watch?v=my0TRtTagb4
124,TheMalibuArtist,Great White Sharks Just Chilling with Surfers,https://www.youtube.com/watch?v=O3c6i85spTY
125,TheMalibuArtist,Great White Shark & Whale Shark Together! Rare Footage,https://www.youtube.com/watch?v=HvL2EEni4to
126,TheMalibuArtist,This is the Moment I Found a Whale Shark & Marlin: An Amazing Learning Experience From Above & Below,https://www.youtube.com/watch?v=INQDGYUJfF0
127,TheMalibuArtist,This is the largest Great White Shark I've Seen this Year & My Camera Catches a Fin from Shore.,https://www.youtube.com/watch?v=v4DSbDIsBj8
128,TheMalibuArtist,I Found A Bull Shark in the Sea of Cortez but it's the Dolphins that Took My Breath Away.,https://www.youtube.com/watch?v=0JiMKy8GoW4
129,TheMalibuArtist,Great White Sharks at One of LA's Busiest Beaches,https://www.youtube.com/watch?v=1_nNGf0_tDs
130,TheMalibuArtist,What Bit this White Shark? & Footage From California You Have to See to Believe,https://www.youtube.com/watch?v=EZZAJ5hIVeo
131,TheMalibuArtist,"I Found a Whale Shark, a Bull Shark, & So Much More While Exploring the Sea of Cortez. PART 1",https://www.youtube.com/watch?v=Vn0_VTpjzYg
132,TheMalibuArtist,Boat Runs Aground & Great White Sharks Appear: I Interview a Surfer After an Encounter,https://www.youtube.com/watch?v=5HRFYhfCqLw
133,TheMalibuArtist,Great White Sharks in Infrared & Footage You've Never Seen Before.,https://www.youtube.com/watch?v=X0i5ndMWSBM
134,TheMalibuArtist,Two Kids Swim Near a Great White Shark & People May Be Fishing For White Sharks in California,https://www.youtube.com/watch?v=dj4Uo3jowx8
135,TheMalibuArtist,Young Swimmer Near Juvenile Great White Shark,https://www.youtube.com/watch?v=gU7wSAN2MZo
136,TheMalibuArtist,Close Encounter: Surfer Touches Great White Shark & Doesn't Realize It,https://www.youtube.com/watch?v=wFhqmLCqEu8
137,TheMalibuArtist,Great White Shark Encounters a Surfer & a Curious Young Shark Engages with Pollution.,https://www.youtube.com/watch?v=08odJ7pIKW0
138,TheMalibuArtist,Swimmers Close to Great White Sharks: An April of Encounters,https://www.youtube.com/watch?v=PLbcrSX_BAk
139,TheMalibuArtist,Paddleboarder Falls Near a Great White Shark/ Over 20 Sharks Near Shore!,https://www.youtube.com/watch?v=vZ0lkBM-Haw
140,TheMalibuArtist,Paddleboarder Doesn't Notice White Shark & I Film More Sharks with Dolphins,https://www.youtube.com/watch?v=tsTGibQ5dYE
141,TheMalibuArtist,Great White Shark is Missing Part of its Pectoral Fin.,https://www.youtube.com/watch?v=PxQTL4N2RQw
142,TheMalibuArtist,Surfers Exit Water After I Warn Them White Shark Approaches,https://www.youtube.com/watch?v=20Sb3iYTldE
143,TheMalibuArtist,Best Great White Shark Drone Footage -AMBIENT/Non-Narrated Version,https://www.youtube.com/watch?v=mT4bBMeCQJ8
144,TheMalibuArtist,Birds Show No Fear to Injured Great White Shark: Will it Survive?,https://www.youtube.com/watch?v=jAUsFs87308
145,TheMalibuArtist,Great White Sharks Greet Each Other & I Find The Injured Shark Again,https://www.youtube.com/watch?v=ZlqTQUiq5ys
146,TheMalibuArtist,Great White Shark Leaps Toward Drone: What is Going on Here?,https://www.youtube.com/watch?v=l98O7BaqmaE
147,TheMalibuArtist,Best Great White Shark Drone Footage of 2020 (Narrated),https://www.youtube.com/watch?v=Ile5NS7ucec
148,TheMalibuArtist,Great White Shark Appears Behind a Paddleboarder & I Capture Some of My Closest Footage,https://www.youtube.com/watch?v=azVomH0NKIk
149,TheMalibuArtist,Kayakers Have No Idea Two Great White Sharks Are Following Them,https://www.youtube.com/watch?v=ikh_rvlqBSE
150,TheMalibuArtist,Birds Get a Great White Shark Surprise & a Shark Chases A Shadow.,https://www.youtube.com/watch?v=0d83W147I9U
151,TheMalibuArtist,Paddleboarder Doesn't Know a Great White Shark is Right Next to Him,https://www.youtube.com/watch?v=xym64NUCJTw
152,TheMalibuArtist,Great White Sneaks Up on Family: My Drone Alerts Them of the Shark,https://www.youtube.com/watch?v=2Wm4voruMSY
153,TheMalibuArtist,My Drone Warns Swimmers of a Shark & I Find Another One Injured-Close Up Footage.,https://www.youtube.com/watch?v=TX2d5sWbiyY
154,TheMalibuArtist,Great White Sharks Swim Through Thousands of Anchovies,https://www.youtube.com/watch?v=bAULNAigaK8
155,TheMalibuArtist,Juvenile Great White Sharks: Peaceful Natural Footage,https://www.youtube.com/watch?v=SrCDrGReLlw
156,TheMalibuArtist,Swimmer Encounters Great White Shark,https://www.youtube.com/watch?v=_sJmFkmp5l8
157,TheMalibuArtist,Great White Sharks Devour Dolphin Carcass: Additional Footage & My Perspective (4K),https://www.youtube.com/watch?v=avmeR-ewpv8
158,TheMalibuArtist,Dolphins Approach Great White Shark,https://www.youtube.com/watch?v=eUWb4YMhF0Q
159,TheMalibuArtist,Great White Observations: 2 Minutes of Tranquility,https://www.youtube.com/watch?v=E5JF_9GdHz4
160,TheMalibuArtist,Great White Shark Observations: 07-01-20,https://www.youtube.com/watch?v=xEsGWz4-T1M
161,TheMalibuArtist,Recent Great White Shark Observations on the Coast,https://www.youtube.com/watch?v=7EsSTx1AoIE
162,TheMalibuArtist,Great White Sharks Feast on a Dolphin,https://www.youtube.com/watch?v=36JcLKhUWoI
163,TheMalibuArtist,"Malibu, CA-Gray Whale & Great White Shark",https://www.youtube.com/watch?v=QYoEPxiZ-y0
164,The Rogue Droner,White Shark Hunts Beach Walkers - Shark Drone Footage,https://www.youtube.com/watch?v=Ka7aKbDuEHs
165,The Rogue Droner,WHITE SHARK vs. BEACH FISHERMEN - Shark Drone Footage,https://www.youtube.com/watch?v=lx9EPzmgNno
166,The Rogue Droner,White Shark Dead - Tuncurry Beach NSW - 6/8/19,https://www.youtube.com/watch?v=NNbmK5jwFOE
167,The Rogue Droner,WHITE SHARK HUNTS FAMILY - Shark Drone Footage,https://www.youtube.com/watch?v=KSL26l-tTK0
168,The Rogue Droner,WHITE SHARK STALKS KIDS - Shark Drone Footage,https://www.youtube.com/watch?v=VrXp_PHUOUI
169,The Rogue Droner,WHITE SHARK STALKS LONE SURFER - Shark Drone Footage,https://www.youtube.com/watch?v=3VaPTsf35Zw
170,The Rogue Droner,WHITE SHARK STALKS BODYBOARDERS - Shark Drone Footage,https://www.youtube.com/watch?v=iAu0Y5nsCiU
171,The Rogue Droner,White Shark Hunts Preschool Kids - Shark Drone Footage,https://www.youtube.com/watch?v=PlyMeA1__tY
172,The Rogue Droner,WHITE SHARK HAUNTS SURFERS - Shark Drone Footage,https://www.youtube.com/watch?v=5TtCt_iNWcA
173,The Rogue Droner,WHITE SHARK HUNTS 3 TOURISTS - Shark Drone Footage,https://www.youtube.com/watch?v=Ij8D1Xcn4CM
174,The Rogue Droner,WHITE SHARK HUNTS DOG OWNERS - Shark Drone Footage,https://www.youtube.com/watch?v=8dt2VkVVWlk
175,The Rogue Droner,White Shark Swims Close To Beach - Drone Footage,https://www.youtube.com/watch?v=R_Yha0PUPBs
176,The Rogue Droner,WHITE SHARK STALKS SURFERS - Shark Drone Footage,https://www.youtube.com/watch?v=adOq_F7SMPQ
